良心品牌,類型,地域,地區,地址,LATITUDE,LONGITUDE,REV_ADDR (For checking only),Map Pin Checked?,聯絡方法(電話/電郵),營業時間,資料來源,資料來源 2,Map Marked,良心行動,良心行動連結,良心行動永久備份連結
Cafe Sausalito Studio,飲食,九龍,深水埗,深水埗大南街201號,22.3274891,114.1627643,香港深水埗大南街195-201號興基大廈,,6305 1887,星期一至日 9:00am - 6:00pm,https://zh-hk.facebook.com/SausalitoSSP/,,,為抗爭者提供水,https://www.facebook.com/SausalitoSSP/posts/2364940437127943,
Cafe Revol,"飲食 
(西餐/咖啡店)",九龍,佐敦,佐敦德成街4-16號富裕臺地下5號舖,,,,,3702 0170,Mon - Sat | 8am-7pm; Sun & PH | 9am-7pm,https://www.openrice.com/zh/hongkong/r-cafe-revol-%E4%BD%90%E6%95%A6-%E8%A5%BF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r506166,,,5/8 罷工,https://www.instagram.com/p/B0lIH-ngV98/?utm_source=ig_web_button_share_sheet,
Bookworm cafe,飲食,新界,南丫島,南丫島榕樹灣大街79號,22.2249538,114.1113924,香港南丫島榕樹灣大街79號,,29824838,星期一至三 09:00 - 17:00; 星期四 全日休息; 星期五09:00 - 17:00; 星期六至日 11:00 - 20:00,https://www.openrice.com/zh/hongkong/r-南島書蟲-南丫島-多國菜-素食-r5987,,,12/6 罷市,https://www.instagram.com/p/Byhhz-AB-ZJ/,
Book b kitchen meal meal,飲食,新界,荃灣,荃灣白田壩街45號 南豐紗廠 111號鋪A,22.3750707,114.1101695,香港柴灣角白田壩街23-39號長豐工業大廈,,N/A,星期二至日12:00pm - 7:00pm,https://www.facebook.com/bookbkitchenmealmeal/,,,,,
Believe in Design Select Store,零售,九龍,尖沙咀,尖沙咀K11商場K11 Select 101號,,,,,5977 1668,11:00am - 10:00pm,https://www.binselect.com.hk/our-shops,,,5/8 罷工,https://www.instagram.com/p/B0uyZt5A1bz/?utm_source=ig_web_button_share_sheet,
Believe in Design Select Store,零售,香港島,銅鑼灣,銅鑼灣名店坊記利佐治街11-19號1樓8&11號,,,,,5977 1668,12:00noon - 10:00pm,https://www.binselect.com.hk/our-shops,,,5/8 罷工,https://www.instagram.com/p/B0uyZt5A1bz/?utm_source=ig_web_button_share_sheet,
Believe in Design Select Store,零售,香港島,中環,中環鴨巴甸街35號元創坊A座1樓S101室,,,,,5977 1668,11:30am - 7:30pm ,https://www.binselect.com.hk/our-shops,,,5/8 罷工,https://www.instagram.com/p/B0uyZt5A1bz/?utm_source=ig_web_button_share_sheet,
Beauty Ranking Cosmetics co.,美容,九龍,旺角,九龍彌敦道577號高氏大樓 7樓C,22.315129,114.1699765,香港旺角彌敦道577-577A號高氏大樓,,3488 0445,星期一至日 15:00 - 22:30,http://www.beautyrankingshop.com,,,,,
Artista Perfetto,飲食,香港島,銅鑼灣,銅鑼灣霎西街3A號地下2號舖 ,22.277677,114.1802791,香港灣仔霎西街3A號霎西街3A號,,??,"星期一至五 08:00 - 20:30
星期六至日 09:00 - 19:00
",https://www.openrice.com/zh/hongkong/r-artista-perfetto-銅鑼灣-西式-r600100,,,5/8 參與罷市,https://www.facebook.com/artistaperfettohk/photos/a.320462355447771/495517027942302/?type=3&theater,
Amour Corner,飲食,九龍,旺角,旺角砵蘭街106號地下,22.3148289,114.16977,香港旺角砵蘭街100-118號砵蘭街100-118號,,21161979,"星期一至日
12:30 - 16:00
18:00 - 00:00",https://www.openrice.com/zh/hongkong/r-amour-corner-%E6%97%BA%E8%A7%92-%E8%A5%BF%E5%BC%8F-r138892,https://www.facebook.com/Amourcorner/,,12/6 罷工,https://www.facebook.com/Amourcorner/posts/1070656759810500,
Airy Island 輕島,零售,新界,葵涌,葵涌廣場3/F時尚坊68號舖,22.357912,114.1280366,香港葵芳葵富路7-11號葵涌廣場,,52858668,?,https://www.facebook.com/pg/airyisland/about/,,,,,
A Piece Of Organic,零售,九龍,南昌,南昌站V Walk 二樓L2-11號舖,22.3267772,114.1536799,香港深水埗南昌站,,35251966,Mon-Sun: 11:30a.m. – 3:00p.m. & 4:00p.m. – 8:30p.m.,https://www.facebook.com/apieceoforganic/,https://www.instagram.com/apieceoforganic/,,5/8 罷工,https://www.instagram.com/p/B0yll2sjO9A/,
A Piece Of Organic,零售,新界,屯門,屯門鄉事會路83號V city·M-95a號舖,22.395356,113.973892,"V city, 83 Tuen Mun Heung Sze Wui Rd, Tuen Mun, 香港",,35251966,Mon-Sun: 11:30a.m. - 3:00p.m. & 4:00 – 8:30p.m. ,https://www.facebook.com/apieceoforganic/,https://www.instagram.com/apieceoforganic/,,5/8 罷工,https://www.instagram.com/p/B0yll2sjO9A/,
A Piece Of Organic,零售,九龍,旺角,旺角彌敦道655號655大廈11/F 1112,22.3184187,114.1693098,香港旺角彌敦道655號胡社生行,,35251966,Mon - Sun: 11:30a.m - 2:00p.m. & 3:00 – 8:30p.m.,https://www.facebook.com/apieceoforganic/,https://www.instagram.com/apieceoforganic/,,5/8 罷工,https://www.instagram.com/p/B0yll2sjO9A/,
A Piece Of Organic,零售,新界,荃灣,荃灣南豐中心1132,22.3736221,114.1162727,香港荃灣青山公路荃灣段264號南豐中心,,35251966,Mon - Sun: 4:00p.m. – 8:30p.m.,https://www.facebook.com/apieceoforganic/,https://www.instagram.com/apieceoforganic/,,5/8 罷工,https://www.instagram.com/p/B0yll2sjO9A/,
A Piece Of Organic,零售,香港島,銅鑼灣,銅鑼灣銀座商場40舖,22.2812199,114.183229,香港銅鑼灣謝斐道501-515號美漢大廈,,35251966,Mon - Sun: 1:00 - 3:00p.m. & 4:00 - 9:00p.m.,https://www.facebook.com/apieceoforganic/,https://www.instagram.com/apieceoforganic/,,5/8 罷工,https://www.instagram.com/p/B0yll2sjO9A/,
59紋身髮型屋,髮型屋,九龍,紅磡,"1 Ming Lun Street, To Kwa Wan, (19.23 km)",22.320025,114.193408,香港馬頭角明倫街1-25號明倫街1-25號,,56610681,16:00 開始營業,https://www.facebook.com/the59tattoo/,,,"【8.17 光復紅土遊行】
土瓜灣道59紋身髮型屋，店員在店外貼上「香港加油」字句。",https://www.facebook.com/standnewshk/posts/2382247508527522,
2LittleBob,零售,新界,葵涌,葵涌廣場3樓top世界T31號,22.357912,114.1280366,香港葵芳葵富路7-11號葵涌廣場,,6970 5312,星期一至日 2:00pm - 10:00pm,https://zh-hk.facebook.com/2littlebob/,,,,,
29 Coffee Co,飲食,九龍,牛頭角,牛頭角大業街29號地下D舖,22.3166828,114.2148784,香港大業街29號海洋工業大廈,,6278 9799,"星期一至五 07:30 - 17:30
星期六 09:00 - 17:00
",https://www.openrice.com/zh/hongkong/r-29-coffee-牛頭角-多國菜-r559424,,,5/8 參與罷市,https://www.facebook.com/twentyninecoffee/photos/a.151250782198174/383395598983690/?type=3&theater,
100毛,媒體,新界,葵涌,香港葵涌同珍工業大廈,22.3712787,114.1356676,香港石蔭昌榮路9-11號同珍工業大廈A座,,N/A,N/A,https://zh.wikipedia.org/wiki/100毛,,Y,"長期良心報道
",,
That’s it Vegan,飲食,九龍,長沙灣,長沙灣青山道,22.3395,114.151489,香港長沙灣青山道526號,,61557310,電話預約,https://www.facebook.com/thatsitvegan/,,,,,
one little room,飲食,九龍,觀塘,觀塘偉業街93號,,,,,56164515,星期一至五 08:30 - 21:00 星期六至日 10：00 - 19：00,https://www.facebook.com/onelittleroomcafe/,,,24/8免費飲品及休息,https://www.facebook.com/439747446176570/posts/1394804640670841/?substory_index=0,
Belgium Diamond House,零售,香港島,銅鑼灣,"香港銅鑼灣告士打道311號
皇室大廈皇室堡1樓116號店",,,,,23691199,11:30 - 20:30,https://www.facebook.com/belgiumdhhk/,,,18/8 免費冰水及休息,https://www.facebook.com/140256759380431/posts/2919729988099747/,
肥媽小食店,飲食,九龍,土瓜灣,馬頭圍道216號地下,,,,,93602628,/,,,,5/8 參與罷市,https://www.facebook.com/FatMaYummy/photos/a.2208167179298861/2300979493350962/?type=3&theater,
大川滬,飲食,九龍,土瓜灣,北帝街21-25號匯川大廈地下B-J舖,,,,,27133343,星期一至日 07:00 - 00:30,https://www.openrice.com/zh/hongkong/r-%E5%A4%A7%E5%B7%9D%E6%BB%AC-%E5%9C%9F%E7%93%9C%E7%81%A3-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E9%BB%9E%E5%BF%83-r602742,,,5/8 參與罷市,https://lh4.googleusercontent.com/z0dYC9sUHxnLyYl6R35u1MGuGkfBLLFkQUyL_AIn81E5UAOUL-8l7VEQQSfewjUf3jqYHx2AdZRUWO_3b-ixWX9HlDSNkWoMIenOEKXMyryoTx474rr2mFGBcmwLvxQ=s16383,
Lazy Creatures,飲食,九龍,九龍城,九龍城太子道西379號家歡樓地下J舖,,,,,90999288,10:00 - 19:00,,,,為抗爭者提供食物,https://www.facebook.com/lazycreatures.hk/photos/a.1966394500148009/2319486068172182/?type=3&theater,
HeySoNuts,飲食,九龍,土瓜灣,土瓜灣北帝街149號地下3號舖,,,,,26871428,12:00 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/heysonuts/posts/1026686987535953,
Hidden kitchen,飲食,九龍,何文田,紅磡北拱街8號薈點6號舖1樓3室,,,,,62335127,10:30 - 22:00,,,,5/8 參與罷市,https://www.facebook.com/hiddenkitchenhk/photos/a.1904065209816919/2446023502287751/?type=3&theater,
博多拉麵別天神,飲食,九龍,黃埔,紅磡民泰街6號地下,,,,,34881301,"星期一至日
12:00 - 15:30
18:00 - 22:30",https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E7%B4%85%E7%A3%A1-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r614068,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
博多拉麵別天神,飲食,香港島,中環,中環擺花街12-16號合成商業大廈地下3號舖,,,,,34880015,"星期一至日
12:00 - 15:30
18:00 - 22:30",https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E4%B8%AD%E7%92%B0-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r589864,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
博多拉麵別天神,飲食,香港島,北角,北角書局街22號地下,,,,,34881330,"星期一至日
12:00 - 15:30
18:00 - 22:30",https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E5%8C%97%E8%A7%92-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r585497,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
博多拉麵別天神,飲食,九龍,尖沙咀,尖沙咀彌敦道100號The ONE LG1樓,,,,,34881321,星期一至日 11:00 - 22:00,https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r606225,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
博多拉麵別天神,飲食,九龍,尖沙咀,尖沙咀阿士厘道24號天星大廈地下A1地舖,,,,,34885809,"星期一至日
12:00 - 15:30
18:00 - 22:30",https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r153775,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
博多拉麵別天神,飲食,九龍,旺角,旺角山東街40Q號地下,,,,,34880014,星期一至日 12:00 - 00:30,https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E6%97%BA%E8%A7%92-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r585490,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
博多拉麵別天神,飲食,香港島,銅鑼灣,銅鑼灣告士打道277號地下3A號舖,,,,,34882693,"星期一至日
12:00 - 15:30
18:00 - 00:30",https://www.openrice.com/zh/hongkong/r-%E5%8D%9A%E5%A4%9A%E6%8B%89%E9%BA%B5%E5%88%A5%E5%A4%A9%E7%A5%9E-%E9%8A%85%E9%91%BC%E7%81%A3-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E6%8B%89%E9%BA%B5-r125552,,,5/8 參與罷市,https://www.facebook.com/2539626856177670/photos/a.2543679679105721/2580819875391701/?type=3&theater,
加藤屋 Katoya,飲食,新界,太和,太和太和路12號太和廣場1樓101A號舗,,,,,24622728,星期一至日 11:30 - 21:30,https://www.openrice.com/zh/hongkong/r-%E5%8A%A0%E8%97%A4%E5%B1%8B-%E5%A4%AA%E5%92%8C-%E6%97%A5%E6%9C%AC%E8%8F%9C-r502970,,,"12/6, 5/8 參與罷市",https://www.facebook.com/KatoyaHK/photos/a.1947284778847010/2341202266121924/?type=3&theater,
加藤屋 Katoya,飲食,新界,屯門,屯門屯門鄉事會路2A號 H.A.N.D.S N區2樓N-204-206號舖,,,,,28906115,星期一至日 11:30 - 22:00,https://www.openrice.com/zh/hongkong/r-%E5%8A%A0%E8%97%A4%E5%B1%8B-%E5%B1%AF%E9%96%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-r499077,,,"12/6, 5/8 參與罷市",https://www.facebook.com/KatoyaHK/photos/a.1947284778847010/2341202266121924/?type=3&theater,
加藤屋 Katoya,飲食,新界,荔枝角,長沙灣長沙灣道680號麗新商業中心地下1-11號舖,,,,,27414288,星期一至日 11:30 - 21:00,https://www.openrice.com/zh/hongkong/r-%E5%8A%A0%E8%97%A4%E5%B1%8B-%E9%95%B7%E6%B2%99%E7%81%A3-%E6%97%A5%E6%9C%AC%E8%8F%9C-r520474,,,"12/6, 5/8 參與罷市",https://www.facebook.com/KatoyaHK/photos/a.1947284778847010/2341202266121924/?type=3&theater,
加藤屋 Katoya,飲食,新界,深水埗,深水埗元州街34號地舖,,,,,27256988,/,https://www.openrice.com/zh/hongkong/r-%E5%8A%A0%E8%97%A4%E5%B1%8B-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%97%A5%E6%9C%AC%E8%8F%9C-r617034,,,"12/6, 5/8 參與罷市",https://www.facebook.com/KatoyaHK/photos/a.1947284778847010/2341202266121924/?type=3&theater,
三多,飲食,新界,太和,大埔北盛街29A號地下,,,,,26516113,星期一至日 18:00 - 03:00,https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%A4%9A-%E5%A4%A7%E5%9F%94-%E6%B8%AF%E5%BC%8F-r112297,,,12/6 參與罷市,https://www.facebook.com/218176438567623/photos/a.444571329261465/822895254762402/?type=3&theater,
三多炸肶,飲食,新界,太和,太和翠樂街11號美豐花園地下1號舖,,,,,54022024,"星期一至四 15:00 - 00:30
星期五 15:00 - 01:30
星期六 14:00 - 01:30
星期日 13:00 - 00:30
公眾假期 13:00 - 00:30",https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%A4%9A-%E5%A4%AA%E5%92%8C-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r487040,,,12/6 參與罷市,https://www.facebook.com/218176438567623/photos/a.444571329261465/822895254762402/?type=3&theater,
三多炸肶,飲食,新界,元朗,元朗又新街40-48號榮豐大廈地下E號舖,,,,,37021255,"星期一至四 15:00 - 00:00
星期五 15:00 - 02:00
星期六 12:00 - 02:00
星期日 12:00 - 01:00",https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%A4%9A%E7%82%B8%E8%82%B6-%E5%85%83%E6%9C%97-%E6%B8%AF%E5%BC%8F-r491748,,,12/6 參與罷市,https://www.facebook.com/218176438567623/photos/a.444571329261465/822895254762402/?type=3&theater,
三多,飲食,新界,元朗,元朗元龍街9號形點I期2樓2042號舖Foodeli,,,,,/,/,https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%A4%9A-%E5%85%83%E6%9C%97-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r635034,,,12/6 參與罷市,https://www.facebook.com/218176438567623/photos/a.444571329261465/822895254762402/?type=3&theater,
三多炸肶,飲食,新界,大圍,大圍積信街24號喜悅樓地下A2舖,,,,,61790651,"星期一至五 16:00 - 02:00
星期六至日 14:00 - 02:00",https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%A4%9A%E7%82%B8%E8%82%B6-%E5%A4%A7%E5%9C%8D-%E6%B8%AF%E5%BC%8F-r589794,,,12/6 參與罷市,https://www.facebook.com/218176438567623/photos/a.444571329261465/822895254762402/?type=3&theater,
三多,飲食,九龍,牛頭角,觀塘聯安街9-15號永毅大樓地下B舖,,,,,69922927,"星期一至五 12:00 - 00:00
星期六至日 13:00 - 00:00",https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E5%A4%9A-%E8%A7%80%E5%A1%98-%E6%B8%AF%E5%BC%8F-r511849,,,12/6 參與罷市,https://www.facebook.com/218176438567623/photos/a.444571329261465/822895254762402/?type=3&theater,
Pattern,飲食,新界,太和,太和大埔太和路15號太和中心13號地舖,,,,,26381220,11:30 - 16:30 、 17:30 - 22:00,,,,12/6 參與罷市,https://www.facebook.com/patterngroup/posts/1068234033366329,
滑嘟嘟,飲食,新界,大埔,大埔鄉事會街8號大埔墟街市及熟食中心2樓CFS29號舖,,,,,91729433,10:00 - 21:00,,,,5/8 參與罷市,https://www.facebook.com/sweetbonbonhk/posts/2306358882946406,
King's Belly,飲食,新界,大埔,大埔運頭角里6號美楓大廈地下C舖,,,,,26633550,12:00 - 03:00,,,,5/8 參與罷市,https://www.facebook.com/kingsbellytaipo/photos/a.958946730801497/2845016092194542/?type=3&theater,
Beans Cafe,飲食,新界,馬鞍山,馬鞍山廣場 3/F Shop 337,,,,,27777072,11:00 - 22:30,https://www.beansgroup.hk/,,,"12/6, 16/6 支持員工罷工",https://www.facebook.com/bean234/posts/2893053897434210,
Beans Cafe,飲食,新界,沙田,新城市中央廣場(Home Square)5樓503號舖,,,,,27777078,11:00 - 22:00,https://www.beansgroup.hk/,,,為抗爭者提供休息場所,https://www.facebook.com/bean234/posts/2893053897434210,
Beans Cafe,飲食,新界,將軍澳,將軍澳PopCorn商場1樓F95號舖,,,,,27777009,"星期一至五 11:00 - 22:30
星期六至日, 公眾假期 10:00 - 22:30",https://www.beansgroup.hk/,,,"12/6, 16/6 支持員工罷工",https://www.facebook.com/bean234/posts/2893053897434210,
Beans Cafe,飲食,新界,大埔,大埔超級城D區地下670A-671A號舖,,,,,53962747,11:00 - 22:30,https://www.beansgroup.hk/,,,"12/6, 16/6 支持員工罷工",https://www.facebook.com/bean234/posts/2893053897434210,
Beans Cafe,飲食,新界,荃灣,"荃灣海壩街99號地下
(港鐵荃灣站 A1 出口, 步行約5分鐘)",,,,,27777006,11:00 - 22:30,https://www.beansgroup.hk/,,,"12/6, 16/6 支持員工罷工",https://www.facebook.com/bean234/posts/2893053897434210,
Bulldog Hotdog,飲食,新界,大埔,大埔廣福道60-62號地下C舖,,,,,26082523,12:00 - 00:00,,,,5/8 參與罷市,https://www.facebook.com/BullDogHotDogHK/posts/399227994276268,
茶咖宅 Congteakafe,飲食,香港島,上環,上環四方街24號地舖,,,,,57198131,"星期一 全日休息
星期二至日 08:00 - 18:00",,,,5/8 參與罷市,https://www.facebook.com/congteakafesquarestreet/posts/2405533316359366,
茶咖里 Congteakafe,飲食,香港島,西營盤,西環西營盤爹核里4號地舖,,,,,29158885,08:00 - 18:00,https://www.facebook.com/congteakafedavidlane/,,,5/8 參與罷市,https://www.facebook.com/congteakafedavidlane/posts/2374840299398029,
夜鳥 NightOwl at Why50,飲食,香港島,上環,上環禧利街27號富輝商業中心地下E舖,,,,,/,17:00 - 03:00,,,,5/8 參與罷市,https://www.facebook.com/451834995354935/photos/a.458237611381340/542822376256196/?type=3&theater,
Halfway Coffee,飲食,香港島,上環,上環東街12號地舖,,,,,95117197,/,,,,12/6 參與罷市,https://www.facebook.com/halfwaycoffeehk/photos/a.1507429309568137/2228245624153165/?type=3&theater,
227甜棧 227 Desserts Tavern,飲食,九龍,太子,太子花園街246號地下B舖,,,,,31171223,15:00 - 00:30,,,,12/6 參與罷市,https://www.facebook.com/227DessertsTavern/photos/a.190573787770477/1297067443787767/?type=3&theater,
365小食部(裝修中),飲食,新界,葵涌,葵涌石籬大白田街29號地下,,,,,23201660,/,,,,12/6 參與罷市,https://www.facebook.com/365delifastfood/photos/a.842092649214307/2374325939324296/?type=3&theater,
39越南屋,飲食,九龍,深水埗,深水埗荔枝角道311號地下,,,,,36890790,12:00 - 22:00,https://www.openrice.com/zh/hongkong/r-39%E8%B6%8A%E5%8D%97%E5%B1%8B-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E8%B6%8A%E5%8D%97%E8%8F%9C-r539194,,,為抗爭者提供水,https://lh6.googleusercontent.com/ukArvMOVHzTWfmDaYdDVhN74yhyXEH4NdEy_iym4XPIbrgK7qdh_pokw27AVCT43mcXm684DZTyJgCl1IP_eNQJabgwBDNysxuCWF2NuklXm51u6HDL9CrD8b8SdvB5j=s16383,
AGCoffee,飲食,九龍,牛頭角,牛頭角彩霞道55號彩頤居地舖,,,,,82002727,11:00 - 21:00,,,,5/8 參與罷市,https://www.facebook.com/agcoffee55/photos/a.1708745069181458/2328339627221996/?type=3&theater,
Alternative Cafe,飲食,九龍,佐敦,佐敦吳松街191號突破書廊地舖,,,,,65137994,"星期一至六 08:00 - 18:00
星期日 全日休息",,,,5/8 參與罷市,https://www.facebook.com/AlternativeCoffeeHK/photos/a.359044704522044/724644901295354/?type=3&theater,
AMPERSAND,飲食,九龍,新蒲崗,新蒲崗爵祿街33號Port 33 1樓107號舖,,,,,66067866,"星期一至五 07:30 - 16:00
星期六 全日休息
星期日 09:30 - 15:30
公眾假期 全日休息",https://www.openrice.com/zh/hongkong/r-ampersand-%E6%96%B0%E8%92%B2%E5%B4%97-%E8%A5%BF%E5%BC%8F-r615220,,,5/8 參與罷市,https://www.facebook.com/ampersand.and.coffee/photos/rpp.557657481382602/689602128188136/?type=3&theater,
Bad Ass Coffee,飲食,香港島,上環,上環永和街31號地舖,,,,,61621253,"星期一 08:00 - 18:45
星期二至五 08:00 - 18:00
星期六 12:00 - 17:00
星期日 全日休息",https://www.openrice.com/zh/hongkong/r-bad-ass-coffee-%E4%B8%8A%E7%92%B0-%E6%97%A5%E6%9C%AC%E8%8F%9C-r633730,,,參與罷市,https://www.facebook.com/BadAssCoffeeHK/photos/a.336621523422182/772478103169853/?type=3&theater,
Book B Kitchen Mealmeal,飲食,新界,荃灣,荃灣白田壩街45號南豐紗廠六廠1樓111號舖,,,,,/,"星期一 全日休息
星期二至日 12:00 - 19:00",https://www.openrice.com/zh/hongkong/r-book-b-kitchen-mealmeal-%E8%8D%83%E7%81%A3-%E5%A4%9A%E5%9C%8B%E8%8F%9C-r613471,,,5/8 參與罷市,https://www.facebook.com/bookbkitchenmealmeal/photos/a.633549743747043/736663420102341/?type=3&theater,
Bound By Hillywood,,九龍,太子,太子界限街32號地舖,,,,,23966488,14:00 - 02:30,,,,5/8 參與罷市,https://www.facebook.com/boundhillywood/posts/2305994452846623,
咖啡賞館 Browny Cafe,飲食,新界,荃灣,荃灣西樓角道202-216號荃昌中心昌寧商場地下66A號舖,,,,,68210145,"星期一至五 11:00 - 22:00
星期六至日 10:00 - 22:00",https://www.openrice.com/zh/hongkong/r-%E5%92%96%E5%95%A1%E8%B3%9E%E9%A4%A8-%E8%8D%83%E7%81%A3-%E8%A5%BF%E5%BC%8F-%E9%BA%B5%E5%8C%85%E5%BA%97-r150210,,,5/8 參與罷市,https://www.facebook.com/brownycafeTW/photos/a.448938051886069/2310286595751196/?type=3&theater,
Burger Home,飲食,香港島,灣仔,灣仔軒尼詩道233號地下B舖,,,,,26620201,"星期一至六 08:00 - 21:30
星期日 全日休息
公眾假期 11:30 - 21:30",https://www.openrice.com/zh/hongkong/r-burger-home-%E7%81%A3%E4%BB%94-%E7%BE%8E%E5%9C%8B%E8%8F%9C-%E6%BC%A2%E5%A0%A1%E5%8C%85-r534939,,,六一六示威貼出支持示威者字句,https://www.facebook.com/Burger-Home-139217689617319/,
Burger Land,飲食,新界,荃灣,荃灣海壩街77號地舖,,,,,61906195,12:00 - 23:00,,,,5/8 參與罷市,https://www.facebook.com/200765050622796/photos/rpp.200765050622796/388681325164500/?type=3&theater,
BYOB Coffee Roaster,飲食,新界,屯門,屯門青桃徑5號文翔大廈地下2A號舖,,,,,23001163,12:00 - 21:00,,,,5/8 參與罷市,https://www.facebook.com/byobcoffeeroaster/posts/2409464462443411,
Cafe R&C,飲食,香港島,銅鑼灣,銅鑼灣希雲街22-24號地舖,,,,,28909838,"星期一至四
12:00 - 22:00
星期五至六
12:00 - 00:00
星期日
12:00 - 22:00
公眾假期前夕
12:00 - 00:00",https://www.facebook.com/caferncsleepless/,,,18/8 參與罷市,https://www.facebook.com/caferncsleepless/,
Café Relay,飲食,香港島,灣仔,灣仔大王東街明仁里3號地下,,,,,28276366,"星期一至五
12:00 - 22:00
星期六至日
10:00 - 22:00
公眾假期
10:00 - 22:00
公眾假期前夕
12:00 - 22:00",,,,9/6 參與罷市,https://www.facebook.com/caferelay/photos/a.994319680668836/1842787015822094/?type=3&theater,
Cafe Sausalito @ Campfire Home,飲食,九龍,深水埗,深水埗九龍道9號地舖,,,,,/,"星期一至六
09:00 - 17:00
星期日
全日休息",,,,為抗爭者提供水,https://www.facebook.com/SausalitoSSP/posts/2364940437127943,
Colour EXP,工藝,九龍,觀塘,觀塘興業街19號明生工業大廈8樓,,,,,93303230,/,,,,12/6 參與罷市,https://www.facebook.com/ColourEXP/photos/a.1599379647000932/2432792873659601/?type=3&theater,
Circle Bakery,飲食,新界,火炭,火炭禾寮坑路18-28號聯邦工業大廈8樓B室,,,,,"60603296
26928202",11:00 - 19:00,,,,5/8 參與罷市,https://www.facebook.com/circlebakeryhk/posts/2890520020989962,
Cling Juicery,飲食,九龍,觀塘,觀塘偉業街223號宏利金融中心1樓15舖,,,,,"21539853
94457733 (Whatsapp)","星期一至五 08:15 - 17:15
星期六至日 全日休息",https://www.openrice.com/zh/hongkong/r-cling-juicery-%E8%A7%80%E5%A1%98-%E8%A5%BF%E5%BC%8F-%E6%9E%9C%E6%B1%81-r603446,,,5/8 參與罷市,https://www.facebook.com/clingjuicery/photos/a.529688654134604/708426076260860/?type=3&theater,
CoCo Espresso,飲食,香港島,上環,上環干諾道中168-200號信德中心西翼4樓402F號舖,,,,,28030319,"星期一至五
07:30 - 18:30
星期六至日
09:00 - 18:00
公眾假期
09:00 - 18:00",https://www.openrice.com/zh/hongkong/r-coco-espresso-%E4%B8%8A%E7%92%B0-%E8%A5%BF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r509776,,,5/8 參與罷市,https://www.facebook.com/cocoespressohk/photos/a.216830591345/10157139482621346/?type=3&theater,
